name,word,count,positive,negative,review_ids
barriques,barriques,5,80,20,"['4artGUDQo3TpHywxefQy5A', 'es7GnRtZRuV78geY7ziF-g', '38NJNnXPRblxZMCCttALKQ', 'l9RRz_a8vVLyb6eBG4Zfrg', 'GpO_NpiRKLz0WdrJZsxy0g']"
waiting,waiting,2,50,50,"['_rRcBjqGWlS9iCNpsC72qQ', 'es7GnRtZRuV78geY7ziF-g']"
horrible,horrible,2,50,50,"['4O93Ljg7jCvobaxe70Cxmg', 'WAWGSaa2TXWbiS37V965kQ']"
slow,slow,3,66,33,"['adECeHUgc1kKpYMYmDgCNA', 'WAWGSaa2TXWbiS37V965kQ', 'u_4StEqNgi1F5Va36gPe1A']"
coffee shop,coffee shop,3,66,33,"['_rRcBjqGWlS9iCNpsC72qQ', 'Yskk1fgYgTeCQyz-Z7h0OA', 'WAWGSaa2TXWbiS37V965kQ']"
location,location,2,50,50,"['WAWGSaa2TXWbiS37V965kQ', '4artGUDQo3TpHywxefQy5A']"
place,place,5,80,20,"['Yskk1fgYgTeCQyz-Z7h0OA', 'u_4StEqNgi1F5Va36gPe1A', 'WAWGSaa2TXWbiS37V965kQ', 'rMDj0NaAc9bgy8FyjHrZMQ', 'roqrXWz2AkO7zD7cAJzJ8A']"
pick,pick,2,100,0,"['4artGUDQo3TpHywxefQy5A', 'u_4StEqNgi1F5Va36gPe1A']"
love,love,4,100,0,"['Noj_gbMvlAxnUnXnYgTPeg', 'adECeHUgc1kKpYMYmDgCNA', 'l9RRz_a8vVLyb6eBG4Zfrg', 'roqrXWz2AkO7zD7cAJzJ8A']"
standing,standing,2,100,0,"['_rRcBjqGWlS9iCNpsC72qQ', 'adECeHUgc1kKpYMYmDgCNA']"
service,service,3,66,33,"['adECeHUgc1kKpYMYmDgCNA', 'es7GnRtZRuV78geY7ziF-g', 'u_4StEqNgi1F5Va36gPe1A']"
lot,lot,2,100,0,"['adECeHUgc1kKpYMYmDgCNA', 'GpO_NpiRKLz0WdrJZsxy0g']"
friend,friend,2,100,0,"['38NJNnXPRblxZMCCttALKQ', '4artGUDQo3TpHywxefQy5A']"
disappointed,disappointed,2,50,50,"['WAWGSaa2TXWbiS37V965kQ', 'GpO_NpiRKLz0WdrJZsxy0g']"
customer,customer,2,50,50,"['_rRcBjqGWlS9iCNpsC72qQ', 'es7GnRtZRuV78geY7ziF-g']"
great place,great place,2,100,0,"['adECeHUgc1kKpYMYmDgCNA', 'JqauWBDAKVEuHaYm9bEnSA']"
made,made,2,100,0,"['_rRcBjqGWlS9iCNpsC72qQ', 'fGj9G7a2FmCAnebWRRf5JQ']"
fun,fun,2,100,0,"['Yskk1fgYgTeCQyz-Z7h0OA', 'adECeHUgc1kKpYMYmDgCNA']"
agree,agree,2,100,0,"['u_4StEqNgi1F5Va36gPe1A', 'roqrXWz2AkO7zD7cAJzJ8A']"
indifferent,indifferent,2,100,0,"['adECeHUgc1kKpYMYmDgCNA', 'l9RRz_a8vVLyb6eBG4Zfrg']"
make,make,4,75,25,"['Yskk1fgYgTeCQyz-Z7h0OA', 'spmdYML9ABT8K62q7gDDpQ', 'es7GnRtZRuV78geY7ziF-g', '4artGUDQo3TpHywxefQy5A']"
latte,latte,2,100,0,"['_rRcBjqGWlS9iCNpsC72qQ', 'u_4StEqNgi1F5Va36gPe1A']"
weekend,weekend,2,100,0,"['38NJNnXPRblxZMCCttALKQ', 'u_4StEqNgi1F5Va36gPe1A']"
don,don,2,50,50,"['Yskk1fgYgTeCQyz-Z7h0OA', 'es7GnRtZRuV78geY7ziF-g']"
barista,barista,2,50,50,"['_rRcBjqGWlS9iCNpsC72qQ', 'es7GnRtZRuV78geY7ziF-g']"
counter,counter,3,66,33,"['adECeHUgc1kKpYMYmDgCNA', 'es7GnRtZRuV78geY7ziF-g', 'u_4StEqNgi1F5Va36gPe1A']"
bottle,bottle,2,100,0,"['4artGUDQo3TpHywxefQy5A', 'u_4StEqNgi1F5Va36gPe1A']"
wine,wine,3,100,0,"['_rRcBjqGWlS9iCNpsC72qQ', 'adECeHUgc1kKpYMYmDgCNA', 'u_4StEqNgi1F5Va36gPe1A']"
